,Testcase,Security,Redundancy,Method,# ES,# Switches,# Streams,# Receiver Tasks,# Tasks,Total cost,Routing cost,Scheduling cost,Normal application latency,Infeasible Apps,"Bandwidth use (Mean,%)","CPU use (Mean,%)",Optimization Time (ms),First feasible solution time (ms),Total Runtime (ms),Infeasible apps,Overlapping number,Stream with overlap,Tstart,alpha,Prmv,k,a,b
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580272,0,580296,0/10,0,0,1000000,0.8,0.3,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580390,0,580417,0/10,0,0,1000000,0.8,0.3,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580425,0,580449,0/10,0,0,1000000,0.8,0.3,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580467,0,580492,0/10,0,0,1000000,0.8,0.3,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580381,0,580405,0/10,0,0,100000000,0.999999,0.1,5,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580289,0,580316,0/10,0,0,1000000,0.8,0.3,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580197,0,580221,0/10,0,0,1000000,0.8,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580228,0,580252,0/10,0,0,1000000,0.8,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580401,0,580427,0/10,0,0,1000000,0.8,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580441,0,580464,0/10,0,0,1000000,0.8,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580280,0,580306,0/10,0,0,1000000,0.8,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580337,0,580360,0/10,0,0,1000000,0.8,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580465,0,580493,0/10,0,0,100000000,0.999999,0.1,5,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580250,0,580273,0/10,0,0,1000000,0.8,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580260,0,580285,0/10,0,0,1000000,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580288,0,580313,0/10,0,0,1000000,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580356,0,580382,0/10,0,0,1000000,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580389,0,580413,0/10,0,0,1000000,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580392,0,580418,0/10,0,0,1000000,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580333,0,580354,0/10,0,0,1000000,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580342,0,580369,0/10,0,0,1000000,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580270,0,580294,0/10,0,0,100000000,0.999999,0.1,5,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580296,0,580322,0/10,0,0,1000000,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580396,0,580421,0/10,0,0,1,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580275,0,580300,0/10,0,0,1,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580341,0,580367,0/10,0,0,1,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580343,0,580367,0/10,0,0,1,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580453,0,580477,0/10,0,0,1,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580208,0,580234,0/10,0,0,1,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580222,0,580247,0/10,0,0,1,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580378,0,580404,0/10,0,0,1000000,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.01,5.01,580426,0,580449,0/10,0,0,1000000,0.9,0.9,15,50000,10000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580101,0,580132,0/10,0,0,10000,0.999999,0.1,5,50000,10000,5
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580140,0,580167,0/10,0,0,10000,0.9,0.9,30,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580172,0,580207,0/10,0,0,1,0.9999,0.5,10,50000,10000,1000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580298,0,580343,0/10,0,0,1,0.8,0.5,30,50000,10000,1000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580129,0,580154,0/10,0,0,10,0.999999,0.9,5,50000,10000,5
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580173,0,580197,0/10,0,0,10000,0.9999,0.1,15,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580212,0,580238,0/10,0,0,10000,0.99,0.7,15,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580293,0,580318,0/10,0,0,1,0.9,0.7,5,50000,10000,5
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580209,0,580238,0/10,0,0,1,0.9999,0.7,20,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580215,0,580242,0/10,0,0,1,0.9,0.5,30,50000,10000,5
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580216,0,580245,0/10,0,0,10000,0.9999,0.1,30,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580204,0,580230,0/10,0,0,1,0.9999,0.1,30,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580291,0,580321,0/10,0,0,10000,0.999999,0.1,5,50000,10000,5
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580119,0,580144,0/10,0,0,1,0.9999,0.1,30,50000,10000,10
