,Testcase,Security,Redundancy,Method,# ES,# Switches,# Streams,# Receiver Tasks,# Tasks,Total cost,Routing cost,Scheduling cost,Normal application latency,Infeasible Apps,"Bandwidth use (Mean,%)","CPU use (Mean,%)",Optimization Time (ms),First feasible solution time (ms),Total Runtime (ms),Infeasible apps,Overlapping number,Stream with overlap,Tstart,alpha,Prmv,k,a,b,w
0,batch10,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,13,17,24,23873,30,23843,23843,,0.0483888888888889,7.0025,48,0,71,0/8,0,0,10,0.999,0.8,5,50000,10000,10
0,batch11,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,32,24,7490,52,7438,7438,,0.12472222222222229,6.946770833333334,97,0,122,0/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch12,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,10,16,24,10023,26,9997,9997,,0.09513888888888887,7.014166666666667,53,0,76,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch13,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,35,24,17767,61,17706,17706,,0.07689197530864192,4.915375,128,0,155,0/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch14,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,14,20,24,21505,37,21468,11468,app23,0.06638888888888887,6.033333333333333,79,0,106,1/8,0,0,10,0.999,0.8,5,50000,10000,10
0,batch15,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,13,24,24,35695,40,35655,35655,,0.03609259259259258,7.63275,53,0,75,0/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch16,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,23,24,11995,42,11953,11953,,0.12074074074074075,7.488437500000002,69,0,92,0/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch17,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,27,24,23052,45,23007,23007,,0.09044135802469136,6.625249999999999,99,0,125,0/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch18,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,19,24,12712,35,12677,12677,,0.05005555555555556,6.225875,61,0,86,0/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch19,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,22,24,14152,40,14112,14112,,0.09433641975308645,8.966458333333334,78,0,106,0/6,0,0,10,0.999,0.8,5,50000,10000,10
