,Testcase,Security,Redundancy,Method,# ES,# Switches,# Streams,# Receiver Tasks,# Tasks,Total cost,Routing cost,Scheduling cost,Normal application latency,Infeasible Apps,"Bandwidth use (Mean,%)","CPU use (Mean,%)",Optimization Time (ms),First feasible solution time (ms),Total Runtime (ms),Infeasible apps,Overlapping number,Stream with overlap,Tstart,alpha,Prmv,k,a,b,w
0,batch014,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,30,24,3863,53,3810,3810,,0.14488888888888887,1.4168333333333332,106,0,132,0/5,0,0,10,0.999,0.8,5,50000,10000,10
0,batch015,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,18,23,24,4745,43,4702,4702,,0.07599537037037044,1.2523125,89,0,116,0/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch016,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,21,35,24,2877,57,2820,2820,,0.2327777777777778,1.2918749999999999,93,0,119,0/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch017,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,14,18,24,3980,32,3948,3948,,0.06491666666666666,1.4561666666666668,89,0,113,0/11,0,0,10,0.999,0.8,5,50000,10000,10
0,batch018,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,19,32,24,2717,59,2658,2658,,0.10388888888888889,1.2658333333333334,103,0,127,0/5,0,0,10,0.999,0.8,5,50000,10000,10
0,batch019,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,28,24,3006,45,2961,2961,,0.09604320987654318,0.9889583333333334,100,0,128,0/11,0,0,10,0.999,0.8,5,50000,10000,10
0,batch020,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,10,20,24,7067,33,7034,7034,,0.09097222222222223,1.5692291666666667,74,0,100,0/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch021,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,18,24,24,3282,45,3237,3237,,0.1293055555555555,1.8472291666666671,97,0,124,0/8,0,0,10,0.999,0.8,5,50000,10000,10
0,batch022,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,35,24,3726,60,3666,3666,,0.1444583333333334,1.4255833333333334,153,0,181,0/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch023,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,29,24,2822,46,2776,2776,,0.09836419753086417,1.5969791666666666,86,0,109,0/5,0,0,10,0.999,0.8,5,50000,10000,10
0,batch024,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,27,24,3258,41,3217,3217,,0.11703395061728394,1.5275416666666668,73,0,100,0/7,0,0,10,0.999,0.8,5,50000,10000,10
