,Testcase,Security,Redundancy,Method,# ES,# Switches,# Streams,# Receiver Tasks,# Tasks,Total cost,Routing cost,Scheduling cost,Normal application latency,Infeasible Apps,"Bandwidth use (Mean,%)","CPU use (Mean,%)",Optimization Time (ms),First feasible solution time (ms),Total Runtime (ms),Infeasible apps,Overlapping number,Stream with overlap,Tstart,alpha,Prmv,k,a,b,w
0,batch20,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,18,26,28,19782,46,19736,19694,,0.024608024691358026,7.175875000000001,125,0,161,0/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch21,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,24,41,32,19508,72,19436,9360,app20,0.03348148148148149,6.297375000000001,233,0,264,1/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch22,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,29,50,38,20716,90,20626,20498,,0.05344135802469132,8.605937500000001,316,0,350,0/12,0,0,10,0.999,0.8,5,50000,10000,10
0,batch23,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,25,43,41,45428,78,45350,35174,app30,0.03426234567901236,8.527750000000003,276,0,311,1/11,0,0,10,0.999,0.8,5,50000,10000,10
0,batch24,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,24,36,38,27176,64,27112,26961,,0.02168518518518518,6.580791666666666,320,0,358,0/15,0,0,10,0.999,0.8,5,50000,10000,10
0,batch25,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,23,39,33,33906,63,33843,33770,,0.018169753086419754,8.142166666666666,276,0,312,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch26,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,32,40,36,48315,76,48239,48124,,0.02044135802469136,8.803333333333335,300,0,338,0/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch27,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,29,56,39,29214,98,29116,18935,app20,0.04504629629629629,5.984374999999999,375,0,411,1/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch28,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,35,55,35,43051,94,42957,32853,app20,0.01686111111111111,7.372333333333332,368,0,407,1/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch29,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,29,50,35,34554,87,34467,34373,,0.0313641975308642,7.4989791666666665,383,0,423,0/12,0,0,10,0.999,0.8,5,50000,10000,10
0,batch210,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,28,50,39,28002,85,27917,27772,,0.025777777777777785,9.0214375,297,0,328,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch211,True,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,36,62,41,41264,104,41160,30994,app23,0.03196759259259262,7.752520833333334,537,0,579,1/14,0,0,10,0.999,0.8,5,50000,10000,10
