,Testcase,Security,Redundancy,Method,# ES,# Switches,# Streams,# Receiver Tasks,# Tasks,Total cost,Routing cost,Scheduling cost,Normal application latency,Infeasible Apps,"Bandwidth use (Mean,%)","CPU use (Mean,%)",Optimization Time (ms),First feasible solution time (ms),Total Runtime (ms),Infeasible apps,Overlapping number,Stream with overlap,Tstart,alpha,Prmv,k,a,b,w
0,batch210,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,19,32,24,19999,55,19944,19944,,0.016245370370370372,8.782687500000002,81,0,107,0/4,0,0,10,0.999,0.8,5,50000,10000,10
0,batch211,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,21,34,24,24167,59,24108,24108,,0.01782561728395062,7.461270833333332,126,0,152,0/8,0,0,10,0.999,0.8,5,50000,10000,10
0,batch212,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,20,30,24,17475,55,17420,7420,app30,0.017456790123456793,5.007500000000001,91,0,117,1/4,0,0,10,0.999,0.8,5,50000,10000,10
0,batch213,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,24,24,24168,42,24126,14126,app31,0.011614197530864198,7.4215833333333325,73,0,100,1/8,0,0,10,0.999,0.8,5,50000,10000,10
0,batch214,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,13,20,24,24377,35,24342,24342,,0.015925925925925927,9.579166666666666,81,0,109,0/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch215,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,20,25,24,9778,43,9735,9735,,0.017839506172839508,7.1219791666666685,72,0,97,0/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch216,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,13,24,24,10005,41,9964,9964,,0.0170216049382716,7.565104166666668,64,0,89,0/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch217,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,9,17,24,41819,27,41792,11792,app10+app11+app21,0.0014907407407407406,5.442291666666666,58,0,82,3/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch218,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,18,30,24,9566,53,9513,9513,,0.023611111111111104,7.374062500000001,65,0,90,0/5,0,0,10,0.999,0.8,5,50000,10000,10
0,batch219,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,12,21,24,11989,28,11961,11961,,0.013805555555555552,7.894770833333332,70,0,97,0/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch220,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,22,24,14911,39,14872,14872,,0.013078703703703703,7.9790625,61,0,85,0/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch221,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,19,26,24,14294,50,14244,14244,,0.017368827160493823,7.683124999999999,69,0,98,0/5,0,0,10,0.999,0.8,5,50000,10000,10
0,batch222,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,29,24,21758,52,21706,21706,,0.025030864197530873,8.171499999999998,115,0,144,0/8,0,0,10,0.999,0.8,5,50000,10000,10
0,batch223,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,14,30,24,11442,48,11394,11394,,0.019782407407407405,8.316541666666666,88,0,117,0/5,0,0,10,0.999,0.8,5,50000,10000,10
0,batch224,False,True,SA_ROUTING_SA_SCHEDULING_COMB,16,8,14,27,24,8116,43,8073,8073,,0.022777777777777782,6.6065416666666685,92,0,121,0/7,0,0,10,0.999,0.8,5,50000,10000,10
