,Testcase,Security,Redundancy,Method,# ES,# Switches,# Streams,# Receiver Tasks,# Tasks,Total cost,Routing cost,Scheduling cost,Normal application latency,Infeasible Apps,"Bandwidth use (Mean,%)","CPU use (Mean,%)",Optimization Time (ms),First feasible solution time (ms),Total Runtime (ms),Infeasible apps,Overlapping number,Stream with overlap,Tstart,alpha,Prmv,k,a,b,w
0,batch20,False,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,12,20,24,18328,34,18294,18294,,0.019774691358024697,7.1083750000000006,58,0,83,0/5,0,0,10,0.999,0.8,5,50000,10000,10
0,batch21,False,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,26,24,9462,45,9417,9417,,0.020083333333333325,6.622000000000002,62,0,88,0/4,0,0,10,0.999,0.8,5,50000,10000,10
0,batch22,False,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,12,21,24,14618,38,14580,14580,,0.02158179012345679,8.1778125,56,0,81,0/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch23,False,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,13,22,24,26545,40,26505,16505,app30,0.017450617283950618,8.239,66,0,91,1/5,0,0,10,0.999,0.8,5,50000,10000,10
0,batch24,False,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,11,14,24,16720,27,16693,16693,,0.009234567901234567,6.354958333333334,65,0,92,0/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch25,False,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,14,22,24,15218,36,15182,15182,,0.00930246913580247,7.984041666666666,70,0,97,0/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch26,False,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,21,24,23467,39,23428,23428,,0.008234567901234568,8.608333333333334,73,0,99,0/5,0,0,10,0.999,0.8,5,50000,10000,10
0,batch27,False,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,14,28,24,21252,49,21203,21203,,0.01714814814814814,7.663250000000001,65,0,90,0/4,0,0,10,0.999,0.8,5,50000,10000,10
0,batch28,False,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,13,20,24,30110,35,30075,20075,app20,0.0047314814814814815,7.229833333333335,56,0,82,1/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch29,False,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,12,19,24,24265,37,24228,24228,,0.013438271604938271,7.262312500000001,68,0,95,0/8,0,0,10,0.999,0.8,5,50000,10000,10
