,Testcase,Security,Redundancy,Method,# ES,# Switches,# Streams,# Receiver Tasks,# Tasks,Total cost,Routing cost,Scheduling cost,Normal application latency,Infeasible Apps,"Bandwidth use (Mean,%)","CPU use (Mean,%)",Optimization Time (ms),First feasible solution time (ms),Total Runtime (ms),Infeasible apps,Overlapping number,Stream with overlap,Tstart,alpha,Prmv,k,a,b,w
0,batch20,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,14,22,28,19754,38,19716,19674,,0.02108950617283951,7.160875,75,0,102,0/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch21,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,18,31,32,19467,54,19413,9340,app20,0.02557407407407407,6.277375000000002,144,0,173,1/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch22,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,30,38,20637,54,20583,20458,,0.031126543209876525,8.533020833333333,154,0,184,0/12,0,0,10,0.999,0.8,5,50000,10000,10
0,batch23,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,19,33,41,45400,60,45340,35164,app30,0.024141975308641966,8.48775,209,0,241,1/11,0,0,10,0.999,0.8,5,50000,10000,10
0,batch24,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,23,38,27125,43,27082,26931,,0.01454938271604938,6.549124999999998,210,0,245,0/15,0,0,10,0.999,0.8,5,50000,10000,10
0,batch25,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,28,33,33879,46,33833,33760,,0.012669753086419754,8.114666666666666,178,0,210,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch26,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,20,28,36,48231,52,48179,48064,,0.012231481481481479,8.757500000000002,189,0,222,0/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch27,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,19,38,39,29149,68,29081,18906,app20,0.027592592592592582,5.915625,221,0,253,1/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch28,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,27,35,42963,46,42917,32813,app20,0.007898148148148145,7.352333333333333,152,0,183,1/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch29,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,26,35,34447,50,34397,34303,,0.01801234567901235,7.427312500000001,176,0,208,0/12,0,0,10,0.999,0.8,5,50000,10000,10
0,batch210,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,20,34,39,27936,59,27877,27732,,0.018277777777777778,8.9839375,192,0,222,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch211,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,18,30,41,41174,54,41120,30954,app23,0.01570524691358025,7.689604166666666,240,0,275,1/14,0,0,10,0.999,0.8,5,50000,10000,10
0,batch212,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,21,33,37,23176,61,23115,12980,app30,0.023222222222222224,5.313333333333334,212,0,245,1/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch213,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,23,30,29564,40,29524,9451,app03+app31,0.012854938271604938,6.312458333333333,63,0,90,2/11,0,0,10,0.999,0.8,5,50000,10000,10
0,batch214,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,14,21,30,29445,37,29408,19335,app00,0.017499999999999998,9.714583333333335,146,0,180,1/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch215,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,22,30,21858,37,21821,21758,,0.015061728395061725,7.203229166666667,68,0,94,0/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch216,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,13,25,31,16785,44,16741,16689,,0.017924382716049382,7.661979166666668,85,0,110,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch217,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,8,17,29,44410,27,44383,14362,app10+app11+app21,0.0031018518518518513,5.5010416666666675,68,0,94,3/11,0,0,10,0.999,0.8,5,50000,10000,10
0,batch218,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,18,29,33,17551,52,17499,17405,,0.024999999999999994,7.589687500000002,114,0,141,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch219,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,13,21,28,19542,30,19512,19460,,0.013527777777777776,7.957270833333332,86,0,115,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch220,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,14,20,27,28489,36,28453,28432,,0.01074074074074074,8.0040625,51,0,75,0/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch221,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,19,28,35,24667,54,24613,24509,,0.01927469135802469,7.837291666666665,119,0,148,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch222,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,28,35,27601,51,27550,27477,,0.0212962962962963,8.341291666666667,186,0,219,0/11,0,0,10,0.999,0.8,5,50000,10000,10
0,batch223,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,33,35,23525,54,23471,23357,,0.024365740740740736,8.610291666666667,218,0,255,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch224,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,13,23,29,12007,38,11969,11948,,0.020555555555555553,6.7502916666666675,130,0,163,0/8,0,0,10,0.999,0.8,5,50000,10000,10
