,Testcase,Security,Redundancy,Method,# ES,# Switches,# Streams,# Receiver Tasks,# Tasks,Total cost,Routing cost,Scheduling cost,Normal application latency,Infeasible Apps,"Bandwidth use (Mean,%)","CPU use (Mean,%)",Optimization Time (ms),First feasible solution time (ms),Total Runtime (ms),Infeasible apps,Overlapping number,Stream with overlap,Tstart,alpha,Prmv,k,a,b,w
0,batch30,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,14,20,28,13726,31,13695,13643,,0.010348765432098766,1.502,120,0,148,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch31,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,25,31,7912,45,7867,7825,,0.022120370370370374,1.6805208333333335,184,0,216,0/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch32,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,13,26,30,7953,42,7911,7869,,0.012337962962962962,1.5062499999999999,70,0,95,0/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch33,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,22,32,8666,38,8628,8535,,0.010916666666666668,1.7582708333333334,130,0,159,0/8,0,0,10,0.999,0.8,5,50000,10000,10
0,batch34,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,28,32,17237,52,17185,17133,,0.021597222222222233,1.7038541666666667,94,0,120,0/7,0,0,10,0.999,0.8,5,50000,10000,10
0,batch35,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,14,16,30,12461,30,12431,12358,,0.007808641975308641,1.5767083333333334,112,0,141,0/15,0,0,10,0.999,0.8,5,50000,10000,10
0,batch36,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,12,19,26,7620,32,7588,7567,,0.01172067901234568,1.4758333333333333,56,0,81,0/8,0,0,10,0.999,0.8,5,50000,10000,10
0,batch37,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,29,37,13130,48,13082,12957,,0.018125000000000006,1.8033333333333332,120,0,147,0/12,0,0,10,0.999,0.8,5,50000,10000,10
0,batch38,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,17,23,27,7068,42,7026,7005,,0.021737654320987655,1.5219166666666666,114,0,142,0/6,0,0,10,0.999,0.8,5,50000,10000,10
0,batch39,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,27,34,16568,47,16521,16427,,0.015933641975308645,1.3928125000000002,110,0,137,0/11,0,0,10,0.999,0.8,5,50000,10000,10
0,batch310,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,22,30,10030,41,9989,9926,,0.01915123456790123,1.649979166666667,155,0,188,0/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch311,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,20,24,33,19437,45,19392,19288,,0.008382716049382713,1.6372083333333332,160,0,188,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch312,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,12,23,31,8771,37,8734,8682,,0.015532407407407403,1.8719375,92,0,118,0/8,0,0,10,0.999,0.8,5,50000,10000,10
0,batch313,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,21,32,35,9657,57,9600,9475,,0.020763888888888884,1.6358750000000002,210,0,238,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch314,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,11,25,32,13264,36,13228,13176,,0.01385648148148148,1.7978125,176,0,205,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch315,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,13,20,28,8012,35,7977,7935,,0.014027777777777776,1.4433749999999999,95,0,121,0/11,0,0,10,0.999,0.8,5,50000,10000,10
0,batch316,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,26,36,18675,47,18628,18544,,0.018324074074074083,1.78675,188,0,217,0/10,0,0,10,0.999,0.8,5,50000,10000,10
0,batch317,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,18,31,34,10287,51,10236,10122,,0.02050617283950617,1.7597291666666663,240,0,275,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch318,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,19,25,36,27489,46,27443,27328,,0.014938271604938264,1.8352083333333336,113,0,140,0/13,0,0,10,0.999,0.8,5,50000,10000,10
0,batch319,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,11,21,27,9458,34,9424,9403,,0.01525462962962963,1.8220833333333333,64,0,88,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch320,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,26,35,22283,46,22237,22143,,0.010657407407407405,1.9985625000000002,143,0,170,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch321,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,11,14,24,5954,27,5927,5927,,0.013040123456790127,1.7558125,53,0,80,0/9,0,0,10,0.999,0.8,5,50000,10000,10
0,batch322,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,16,27,36,12072,44,12028,11924,,0.020873456790123455,2.0513958333333333,292,0,328,0/11,0,0,10,0.999,0.8,5,50000,10000,10
0,batch323,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,21,32,36,11253,54,11199,11064,,0.030648148148148147,1.6295833333333332,127,0,153,0/11,0,0,10,0.999,0.8,5,50000,10000,10
0,batch324,True,False,SA_ROUTING_SA_SCHEDULING_COMB,16,8,15,23,28,15504,41,15463,15421,,0.009537037037037035,1.5575624999999997,93,0,122,0/10,0,0,10,0.999,0.8,5,50000,10000,10
